0,30,29,32,35,32,25,29,31,29,32,32,31,31,32,31,31,29,29,31,35,33,28,31,19,32,24,24,25,21,31,22,23,28,34,36,30,23,31,26,30,23,28,26,20,26,29,28,31,36,28,32,20,32,28,29,29,31,28,32,27,28,33,25,35,34,32,25,23,33,24,24,31,29,37,21,25,33,22,19,24,27,30,34,30,26,30,26,24,21,26,26,23,27,54,32,32,27,28,60,21,35,29,27,28,30,30,30,20,28,35,29,31,30,28,32,32,29,29,32,23,32,31,26,31,30,27,28,27,32,30,21,30,28,25,31,34,437,30,35,23,31,27,32,32,33,23,30,32,23,24,32,23,33,29,23,35,20,23,24,30,26,26,24,29,23,32,29,28,22,25,25,29,33,29,33,30,25,31,30,31,23,30,30,21,32,32,22,34,21,27,22,25,35,30,28,31,29,23,29,27,33,31,24,25,23,19,29,18,20,26,27,28,30,30,31,28,27,31,19,35,27,36,25,28,27,29,33,30,31,25,27,34,24,28,30,37,32,28,32,28,29,29,32,27,29,23,26,21,25,25,29,28,31,27,30,24,26,24,23,27,26,27,32,24,20,30,20,23,33,27,21,28,30,32,24,27,28,27,30,28,23,27,29,28,30,26,31,32,32,25,33,28,29,23,29,24,29,29,29,33,29,21,31,31,33,32,27,53,35,25,26,31,28,32,36,27,26,92,33,32,32,31,26,35,27,27,32,28,26,33,30,29,28,31,28,31,33,112,26,32,31,24,33,33,25,30,30,31,24,23,21,27,30,34,25,30,23,31,31,22,28,23,29,25,29,27,111,31,25,30,26,32,18,35,23,24,31,24,27,27,29,35,32,22,29,32,20,27,33,24,25,30,28,27,22,28,31,23,25,33,26,32,25,30,26,36,28,32,22,30,32,29,35,27,31,26,25,32,27,31,29,33,22,28,35,30,22,21,22,19,30,32,30,32,28,28,23,30,30,28,34,29,32,29,35,31,32,23,27,28,30,30,29,27,19,25,28,33,28,26,31,28,21,25,28,31,23,23,31,31,20,29,30,30,29,27,28,31,25,28,25,29,35,26,33,31,32,23,28,59,31,26,28,29,27,34,24,35,20,25
29,0,7,10,13,10,7,16,13,15,14,14,15,6,18,13,9,8,13,17,11,10,14,9,16,10,12,11,11,12,9,10,10,14,10,13,12,12,13,7,15,10,8,9,13,8,13,12,15,13,11,14,16,14,6,11,13,14,8,7,12,8,10,8,13,12,7,7,11,11,10,12,10,17,15,16,13,11,11,15,11,15,8,12,16,8,16,14,9,10,14,14,10,15,32,13,14,15,13,38,10,12,13,10,13,15,9,13,12,10,11,10,6,13,8,8,15,8,12,10,15,7,8,12,8,8,10,13,12,9,17,15,7,15,9,13,12,440,8,13,13,16,12,9,7,9,10,16,8,10,10,9,9,9,13,10,11,9,10,10,8,8,8,8,9,9,14,14,10,14,20,14,15,10,7,11,14,11,9,10,9,10,16,15,15,10,15,14,12,10,10,14,11,12,16,13,6,11,12,14,15,10,11,11,8,10,13,14,15,16,8,9,16,9,8,9,16,15,13,16,13,10,14,7,14,9,6,15,8,9,9,12,12,12,10,14,15,10,15,10,15,13,13,10,11,11,10,14,11,13,11,3,15,6,15,13,8,10,12,8,15,14,15,9,11,11,10,10,10,15,15,16,10,14,18,11,15,12,9,14,10,11,15,13,12,13,10,9,13,9,9,19,16,5,11,16,10,14,7,9,19,16,16,13,15,11,9,12,31,13,7,8,17,7,14,12,14,8,80,10,14,10,9,8,13,14,9,10,10,12,11,15,16,9,9,16,13,8,93,9,10,9,10,10,11,11,10,8,15,12,11,11,15,14,12,8,14,11,9,8,10,8,9,6,13,8,11,92,12,10,16,10,10,15,12,11,10,8,10,15,9,13,11,10,9,10,9,16,11,11,8,11,15,12,12,9,15,15,11,13,11,14,10,13,14,10,14,8,9,10,8,18,6,11,12,9,8,7,14,8,15,8,11,10,16,12,10,9,9,11,15,15,9,15,10,11,12,10,16,16,6,12,15,9,16,11,9,9,10,15,10,14,2,13,11,15,12,14,9,12,9,9,10,12,13,10,9,11,10,9,9,10,10,16,13,7,8,9,9,8,11,9,1,12,9,10,17,8,10,12,37,9,12,15,13,12,12,8,11,15,7
28,7,0,10,14,11,6,11,11,10,8,11,10,9,14,11,10,7,8,11,14,7,9,10,16,10,12,9,6,11,9,9,7,9,7,14,7,11,7,7,9,9,3,4,12,7,12,10,9,15,9,11,15,11,4,6,8,9,10,10,11,11,10,7,14,12,10,7,11,12,7,12,5,17,16,15,12,12,10,15,7,10,10,12,11,7,11,12,8,10,12,12,10,11,32,8,8,11,8,40,10,14,12,4,11,10,3,8,12,6,13,9,9,8,3,11,10,11,11,11,14,10,4,6,5,4,5,12,11,10,12,15,10,11,9,8,12,441,10,14,12,10,11,6,10,12,9,11,10,10,8,10,7,12,12,10,14,9,9,7,9,7,7,8,3,8,9,8,4,14,20,13,10,7,6,12,8,8,5,5,5,9,11,9,15,11,10,13,13,9,5,14,9,14,13,11,9,10,11,12,10,7,7,8,8,8,12,13,14,15,7,8,12,4,8,5,10,10,10,15,13,5,15,7,9,4,4,9,8,10,9,6,13,12,4,12,15,10,11,10,9,7,7,7,5,10,10,12,10,12,8,6,9,9,9,8,7,4,12,8,9,11,9,6,9,10,4,10,9,9,12,16,9,8,15,7,11,10,3,9,9,10,12,8,7,8,5,10,8,6,8,16,12,2,11,10,7,8,3,3,16,11,16,8,10,11,10,6,32,14,6,7,14,2,8,14,8,8,79,7,12,11,10,4,13,9,8,11,9,7,12,10,11,4,10,14,10,11,93,9,11,10,7,7,12,9,9,8,11,12,11,10,9,9,13,8,8,11,9,5,10,10,9,4,13,7,6,92,7,10,11,5,10,14,14,11,7,5,9,10,4,7,14,10,7,10,10,15,10,11,8,11,9,11,11,9,10,10,11,12,11,11,10,12,8,9,15,3,6,9,10,15,3,14,7,10,7,6,8,4,10,3,9,10,11,14,9,8,8,10,14,10,10,9,8,10,7,9,11,10,5,13,10,6,10,14,10,6,7,12,9,9,7,8,6,15,9,8,11,11,7,9,9,12,12,5,9,11,8,4,5,10,9,11,8,2,8,9,9,8,5,8,7,14,4,7,13,11,9,6,37,4,6,9,8,11,12,8,8,15,7
31,9,10,0,7,7,9,15,10,13,13,11,12,5,15,10,3,11,14,14,5,9,14,1,19,1,14,13,13,14,3,12,12,15,9,5,13,14,13,10,14,12,11,11,15,11,16,14,14,6,13,10,18,11,10,13,14,14,8,7,15,8,7,10,5,4,7,9,13,2,13,14,9,19,8,18,16,8,13,18,13,16,8,8,14,10,13,14,11,13,16,16,13,14,24,12,13,14,15,34,13,5,15,13,15,15,8,14,15,12,4,11,6,14,11,4,11,8,15,5,17,4,7,14,7,8,12,16,14,2,15,18,8,14,12,12,4,439,8,5,15,13,15,8,5,5,12,14,3,12,13,3,12,5,16,12,5,12,12,12,2,10,10,11,10,12,13,17,13,17,23,16,13,9,11,8,13,13,9,9,9,12,13,14,18,2,14,16,4,12,13,17,14,5,13,15,5,11,14,16,13,9,11,13,11,12,15,16,17,18,10,12,15,9,4,9,15,13,10,18,6,12,8,10,15,12,9,14,4,2,12,15,4,14,11,11,7,7,14,2,12,14,15,6,14,11,13,16,13,16,14,9,14,5,14,14,11,13,15,11,15,13,15,8,13,13,10,13,12,14,15,19,10,14,15,13,14,14,12,13,12,13,15,15,13,14,13,1,14,6,11,16,15,8,14,13,12,15,10,10,16,15,19,13,12,8,3,15,23,5,9,11,14,11,13,6,14,10,81,9,11,7,3,11,5,14,11,7,12,15,5,11,15,10,3,16,10,4,89,11,2,3,12,8,3,14,12,5,12,15,13,13,16,13,4,11,13,13,4,7,12,8,12,8,16,11,14,89,12,13,13,12,1,17,5,14,13,7,12,16,13,15,5,4,11,11,3,18,13,2,10,13,15,15,14,12,14,12,14,15,5,15,0,15,14,13,6,11,8,12,8,15,9,5,15,2,10,9,13,10,14,10,7,13,14,5,12,11,11,13,17,11,3,12,6,14,15,12,14,13,10,7,16,9,13,5,5,9,12,15,12,13,10,13,14,18,14,15,4,14,11,3,11,15,15,12,4,14,12,8,8,13,10,13,16,9,11,10,3,11,12,11,9,5,11,7,13,4,12,15,29,8,14,16,15,15,4,11,9,18,10
34,13,14,7,0,7,13,17,12,15,15,13,14,11,17,12,8,15,16,16,11,10,16,7,22,6,17,16,17,18,9,16,15,17,11,10,15,18,15,13,16,16,15,15,19,14,19,18,16,12,16,12,21,13,13,16,16,16,11,12,18,12,8,14,11,8,12,13,17,6,16,18,12,23,8,21,18,9,17,21,17,18,11,9,16,13,15,16,15,16,18,18,16,16,29,14,15,16,17,39,16,11,19,17,18,17,12,16,18,16,10,14,11,17,15,9,13,12,18,4,21,10,11,18,11,12,15,19,18,7,17,21,11,16,15,13,9,443,12,11,19,15,18,12,11,10,15,16,9,16,16,9,15,10,19,16,11,15,16,16,7,13,14,14,14,15,15,19,17,20,26,19,15,10,15,7,15,17,12,13,12,16,15,16,21,8,16,20,9,16,17,20,17,11,15,18,11,15,18,20,15,10,13,16,14,16,19,20,21,22,14,15,17,12,8,12,17,15,12,21,5,15,2,13,17,16,12,16,8,7,15,19,10,18,14,13,12,8,16,6,14,16,17,10,17,15,16,18,17,18,17,12,16,10,16,16,14,16,17,14,17,15,17,11,17,17,14,16,16,16,17,22,14,16,17,17,16,18,16,15,16,16,17,17,15,16,16,6,16,10,15,18,17,12,17,15,16,17,14,14,18,17,22,15,14,9,9,19,29,10,13,14,16,14,15,11,16,14,83,10,13,8,8,14,9,16,15,8,16,18,3,13,17,14,8,18,12,10,91,15,8,9,16,10,7,17,16,9,14,18,17,17,18,15,8,14,15,17,8,11,16,11,15,11,18,15,18,91,15,16,15,16,7,21,11,17,16,11,16,18,16,17,11,5,15,14,9,22,17,6,14,17,17,18,18,15,16,14,17,18,3,17,7,18,16,16,12,14,12,16,12,17,13,11,19,8,14,13,15,14,16,14,9,16,16,11,16,15,15,16,21,13,9,14,8,17,17,16,16,15,14,6,18,12,15,11,5,13,16,17,16,15,13,15,17,21,18,17,10,18,15,9,14,18,17,16,9,17,16,12,12,16,14,15,18,13,14,13,8,14,15,15,13,11,15,11,15,9,16,17,30,12,18,18,17,18,8,14,11,21,13
31,10,11,6,7,0,10,14,8,11,11,9,10,8,13,8,6,12,12,13,10,6,13,6,19,6,13,13,14,14,6,13,12,13,5,10,10,15,10,10,12,12,12,12,16,11,16,15,12,11,13,9,18,9,10,12,13,12,8,9,15,9,1,10,10,9,9,10,14,7,13,15,7,20,9,18,14,2,14,18,14,14,8,2,12,10,12,13,11,13,15,15,13,12,28,10,11,12,13,38,13,10,16,13,15,13,8,12,15,13,9,11,8,12,12,7,10,9,15,3,18,7,8,14,7,8,11,16,15,6,13,18,8,12,12,10,8,440,9,10,16,11,15,7,8,8,12,12,6,13,13,6,12,8,16,13,10,12,13,13,5,10,11,11,9,12,12,15,12,17,23,16,11,6,12,1,12,14,7,9,7,13,12,12,18,7,12,17,9,13,12,17,14,10,11,15,8,12,15,16,12,5,8,13,11,13,16,17,18,19,11,12,13,8,5,7,13,12,8,18,7,10,8,10,13,12,9,12,5,6,12,14,9,15,9,9,11,0,12,6,10,12,13,7,14,12,13,15,14,14,14,9,12,8,12,12,11,13,14,11,14,12,13,7,14,14,9,13,13,12,13,19,11,13,13,14,12,15,12,12,13,13,13,13,12,11,13,6,11,7,12,14,13,8,14,11,13,14,10,9,14,13,19,10,11,1,6,14,28,10,10,11,12,11,11,10,12,11,79,6,9,1,6,11,9,12,12,0,13,14,5,10,14,9,6,15,8,7,88,12,7,6,13,5,7,14,13,5,10,15,14,14,14,12,9,11,12,14,5,8,13,8,12,8,15,12,13,87,10,13,12,13,6,18,10,14,13,8,13,14,13,14,10,4,11,11,6,19,14,7,11,14,13,15,15,12,13,10,14,14,5,14,6,14,12,13,11,11,8,13,8,13,10,10,14,6,11,10,11,11,13,9,3,13,12,10,13,12,12,13,18,10,6,10,3,14,12,13,12,12,11,2,14,7,11,10,3,8,13,13,13,12,10,11,14,18,15,13,7,15,12,6,11,15,14,11,6,14,13,9,9,13,11,11,15,9,11,10,6,11,11,11,10,10,12,8,12,7,13,13,33,7,14,14,14,15,8,11,6,18,10
25,7,6,9,13,10,0,12,13,11,11,14,13,8,16,12,9,6,8,12,13,11,9,9,12,9,8,7,6,8,8,6,6,10,11,13,9,8,10,3,10,6,4,3,9,1,10,9,12,13,8,13,11,14,6,8,9,11,9,10,8,9,10,3,13,11,10,2,7,10,6,8,8,13,14,12,9,11,7,11,6,11,9,11,12,3,11,10,5,6,10,10,6,11,31,10,11,11,8,39,6,13,10,5,9,10,7,10,8,4,12,8,8,10,4,9,13,10,9,10,11,10,8,6,8,7,6,9,8,9,12,11,9,11,4,11,11,440,9,13,9,13,8,9,9,11,6,12,9,6,6,9,5,11,10,6,13,6,6,6,8,1,3,3,6,5,11,9,5,9,15,10,11,10,6,11,9,7,8,8,8,6,11,10,11,10,12,9,12,6,6,9,7,13,14,8,9,9,8,10,11,10,10,7,3,6,9,10,11,12,1,7,12,7,7,8,11,11,13,12,12,6,14,0,9,5,6,12,7,9,4,7,12,8,7,13,14,9,12,9,10,8,8,10,5,9,6,10,7,9,7,6,10,9,10,10,4,4,8,4,10,10,10,9,7,7,7,6,6,12,11,12,8,9,16,7,11,9,4,10,8,7,11,9,8,9,4,9,11,9,4,17,12,6,7,11,6,9,6,7,17,11,11,10,13,10,9,7,31,12,1,6,15,5,11,13,9,3,76,11,14,10,9,2,12,10,7,10,8,6,11,13,11,7,9,12,13,10,92,4,10,9,6,10,11,7,8,8,14,8,7,7,10,10,12,4,10,7,8,9,6,9,5,7,9,6,7,91,9,6,11,4,9,11,13,7,6,8,5,11,4,8,13,9,5,9,9,12,8,10,3,6,10,9,7,5,10,13,7,9,10,10,9,9,9,7,13,5,9,6,9,16,6,13,7,9,3,2,11,3,11,6,10,6,12,13,8,5,5,7,11,13,9,12,10,9,8,6,12,11,5,12,11,9,11,13,8,9,6,11,8,10,7,9,5,11,8,9,10,9,5,9,8,8,9,6,9,7,6,8,8,6,9,13,9,6,3,8,9,4,7,4,7,13,3,10,15,10,6,7,36,8,6,10,8,8,11,3,12,11,1
28,16,11,16,18,15,11,0,12,8,10,12,11,17,12,11,15,16,5,10,19,14,3,15,16,16,8,13,10,13,15,12,11,5,14,19,8,11,9,13,6,9,10,10,12,13,20,19,9,20,18,12,15,12,13,10,5,9,18,18,18,18,15,13,19,18,18,12,11,17,10,12,11,17,19,15,7,16,10,15,11,6,18,16,9,13,7,6,11,12,7,7,10,5,38,10,10,5,4,47,12,19,19,10,19,4,11,7,13,12,18,18,17,8,11,16,12,18,19,15,15,17,12,9,13,11,8,19,17,15,4,15,18,4,14,10,18,449,18,19,12,10,18,13,17,17,9,9,16,9,10,16,11,17,20,9,19,11,9,11,14,12,13,13,10,9,9,6,8,17,21,13,8,13,15,16,7,10,13,11,12,10,7,6,15,16,9,17,18,11,7,17,10,19,11,18,17,19,11,20,5,13,9,10,13,11,13,20,15,15,12,16,6,12,14,12,2,5,12,15,17,8,19,12,4,7,13,11,14,15,14,9,18,12,9,11,21,15,5,16,7,6,4,16,11,18,11,7,12,7,10,16,4,17,4,7,10,9,7,14,5,5,4,13,10,12,10,12,9,11,6,16,18,6,12,11,5,19,10,5,17,11,6,5,6,7,11,15,10,14,14,13,6,11,11,6,11,5,12,10,14,0,16,9,12,16,15,9,37,19,12,16,11,11,10,20,3,13,74,14,13,15,15,10,19,4,16,15,17,9,16,10,0,9,15,8,11,16,92,14,16,15,11,13,17,10,17,15,11,9,11,12,5,6,18,13,7,11,15,14,9,18,14,14,8,16,8,91,8,16,7,10,15,14,19,11,11,14,15,6,10,5,19,14,10,18,16,15,18,17,13,16,4,19,17,10,2,11,11,8,15,6,16,8,5,17,20,12,13,11,18,12,13,19,9,15,13,12,9,12,5,9,15,12,5,19,17,11,10,12,14,10,15,11,15,18,6,10,9,9,14,17,4,13,6,19,13,13,11,6,17,6,16,7,12,15,11,5,17,19,12,15,18,12,7,8,15,11,9,12,12,12,18,10,6,11,13,17,15,11,8,14,16,19,10,15,11,16,11,7,43,12,9,5,5,18,18,13,15,15,12
31,14,10,10,13,10,14,11,0,8,5,2,4,12,9,2,10,15,8,9,14,10,9,10,18,10,10,15,12,15,10,14,13,10,10,14,6,14,5,14,8,11,11,12,15,15,20,19,6,15,17,0,18,1,13,9,9,5,13,13,19,13,10,15,14,13,13,14,13,12,13,14,8,19,14,18,11,11,13,18,13,11,12,11,9,15,9,10,13,14,11,11,13,9,33,6,4,9,10,42,14,14,20,12,20,10,10,7,16,14,13,15,12,8,11,11,3,13,19,10,17,11,10,11,11,9,8,20,19,10,10,17,13,9,16,3,13,444,13,14,15,5,19,11,12,12,12,9,10,12,13,10,13,12,20,12,14,14,12,13,9,14,15,15,8,12,5,11,9,19,23,16,8,10,15,11,7,14,10,8,9,12,9,8,17,11,7,20,13,13,9,19,14,14,7,20,12,16,14,21,8,10,5,12,15,13,15,21,17,18,14,16,10,9,9,9,10,9,1,18,12,8,13,14,10,9,13,5,9,10,16,11,13,14,8,4,15,10,9,11,7,8,9,11,12,16,13,11,14,11,14,13,9,12,9,7,13,11,10,15,11,9,10,10,13,14,8,14,12,5,10,19,15,9,9,13,9,19,11,8,17,14,10,9,8,7,12,10,5,11,16,10,10,11,13,8,13,10,11,8,11,10,19,5,3,11,10,11,32,14,14,15,8,10,5,14,9,15,76,10,1,10,10,12,14,9,16,10,17,11,10,3,10,8,10,11,1,11,87,16,11,10,13,9,12,14,17,10,4,12,13,15,11,8,13,15,7,13,9,11,12,12,16,12,11,15,9,86,6,17,9,12,10,17,14,14,13,11,17,11,11,9,14,9,12,15,10,18,18,12,15,18,9,19,19,13,9,3,13,11,10,11,10,11,9,17,15,12,10,13,13,9,12,14,12,10,15,14,4,13,9,8,10,15,9,14,17,13,13,15,17,3,10,3,10,18,8,13,9,8,14,11,10,10,8,14,8,11,13,10,17,8,14,6,13,17,14,10,11,19,14,10,15,15,11,8,10,13,12,10,10,14,15,7,10,11,15,14,10,14,7,16,14,14,12,12,8,11,14,8,38,9,11,11,9,19,12,15,11,18,14
28,15,9,12,15,12,11,8,8,0,6,8,6,14,9,8,12,15,4,3,16,10,6,12,16,13,8,12,9,13,12,12,10,7,10,16,3,11,4,12,4,9,10,10,12,13,20,18,4,17,17,8,15,9,12,7,4,4,15,15,18,15,12,13,16,15,15,12,11,14,10,12,7,17,16,15,9,13,10,15,10,8,14,13,2,13,3,7,11,12,9,9,10,6,35,6,5,6,6,44,12,16,19,10,18,5,9,3,13,12,15,17,14,5,10,13,8,15,19,12,15,13,9,8,10,8,7,19,17,12,4,15,15,7,14,5,15,446,15,16,12,5,17,10,14,14,9,2,13,9,10,12,10,14,20,9,16,11,9,10,11,12,13,13,7,9,4,7,8,17,21,13,1,10,14,13,3,11,9,8,9,10,3,3,15,13,5,17,15,11,7,17,11,16,7,18,14,18,11,19,6,9,6,10,13,11,13,19,15,15,12,16,7,8,11,8,7,6,8,15,14,6,16,12,7,7,12,6,11,12,14,8,15,12,7,8,18,12,7,13,1,4,5,12,10,18,11,9,12,8,11,14,7,14,6,3,10,9,8,13,8,6,7,9,10,12,7,12,9,6,8,16,17,4,9,10,7,18,9,3,17,11,7,5,3,5,10,12,5,11,14,10,7,10,11,3,10,7,11,7,11,8,16,4,7,13,12,8,34,16,12,15,8,10,5,16,7,13,74,10,9,12,12,9,16,7,16,12,17,8,12,6,8,7,12,9,7,13,89,14,13,12,10,9,14,11,16,12,6,9,11,12,8,3,15,13,3,11,12,10,10,15,14,12,9,15,6,88,5,15,3,10,12,14,16,11,10,10,15,8,10,6,16,11,10,17,13,16,18,14,13,16,4,19,17,10,6,6,11,9,12,8,13,8,4,17,17,11,10,11,15,9,11,16,9,12,13,12,4,11,4,7,12,12,7,16,17,11,11,12,14,6,12,6,11,18,5,10,2,2,13,13,5,9,3,16,10,10,10,8,17,3,15,2,11,15,11,7,13,19,11,12,17,12,8,7,12,11,9,9,9,12,17,6,7,10,13,16,12,11,5,14,14,16,10,12,8,13,11,5,40,8,8,8,5,18,15,13,11,15,12
